date,symbol,short_ratio
2024-06-20,TSLA,0.6385667014474461
2024-06-21,AAPL,0.5614688978264891
2024-06-21,META,0.6052335606839853
2024-06-21,MSFT,0.3229922632420836
2024-06-21,NVDA,0.3550671538824168
2024-06-21,TSLA,0.6617386063832988
2024-06-24,AAPL,0.4946594139314715
2024-06-24,META,0.5072304719867664
2024-06-24,MSFT,0.3603469687626265
2024-06-24,NVDA,0.3614136016667315
2024-06-24,TSLA,0.6121287973761514
2024-06-25,AAPL,0.5225562372649538
2024-06-25,META,0.505956537725313
2024-06-25,MSFT,0.3777521869359518
2024-06-25,NVDA,0.4442802103709402
2024-06-25,TSLA,0.6447956789193175
2024-06-26,AAPL,0.5197033009543468
2024-06-26,META,0.4689909033401195
2024-06-26,MSFT,0.3299143776554841
2024-06-26,NVDA,0.4760684079822173
2024-06-26,TSLA,0.6573971574302749
2024-06-27,AAPL,0.4339952041964108
2024-06-27,META,0.4063746202519676
2024-06-27,MSFT,0.2998788360144201
2024-06-27,NVDA,0.4823710217602012
2024-06-27,TSLA,0.6286718774884201
2024-06-28,AAPL,0.3805709952277177
2024-06-28,META,0.3952820866005682
2024-06-28,MSFT,0.3352972294900344
2024-06-28,NVDA,0.4551132833705041
2024-06-28,TSLA,0.638717016280579
2024-07-01,AAPL,0.3697621064823294
2024-07-01,META,0.399550976515396
2024-07-01,MSFT,0.3460565142523571
2024-07-01,NVDA,0.3976298710060951
2024-07-01,TSLA,0.6648146057746043
2024-07-02,AAPL,0.3615089960694503
2024-07-02,META,0.4013091436471051
2024-07-02,MSFT,0.3243826319181865
2024-07-02,NVDA,0.4312055121188116
2024-07-02,TSLA,0.6725473772315672
2024-07-03,AAPL,0.3645308398110684
2024-07-03,META,0.4174001824446821
2024-07-03,MSFT,0.2603178150146454
2024-07-03,NVDA,0.396829068714184
2024-07-03,TSLA,0.6702497175742612
2024-07-05,AAPL,0.3366655456822356
2024-07-05,META,0.3978810914399956
2024-07-05,MSFT,0.3224743086116389
2024-07-05,NVDA,0.4011663731035073
2024-07-05,TSLA,0.6565400690240235
2024-07-08,AAPL,0.5214063678489212
2024-07-08,META,0.4916664155721375
2024-07-08,MSFT,0.3009321403460098
2024-07-08,NVDA,0.4727955917195298
2024-07-08,TSLA,0.6277983943089183
2024-07-09,AAPL,0.5490108933701744
2024-07-09,META,0.479853949138428
2024-07-09,MSFT,0.2984053205093824
2024-07-09,NVDA,0.4654066070654563
2024-07-09,TSLA,0.6753595813204749
2024-07-10,AAPL,0.567286001522572
2024-07-10,META,0.4162718853049611
2024-07-10,MSFT,0.4149854560931057
2024-07-10,NVDA,0.520970705934001
2024-07-10,TSLA,0.6476636701536411
2024-07-11,AAPL,0.4102081493622902
2024-07-11,META,0.452241925383328
2024-07-11,MSFT,0.4345521492362325
2024-07-11,NVDA,0.574864485397333
2024-07-11,TSLA,0.6136595839132315
2024-07-12,AAPL,0.3956220611237549
2024-07-12,META,0.5458053839597741
2024-07-12,MSFT,0.3564259840119058
2024-07-12,NVDA,0.4676994374568676
2024-07-12,TSLA,0.623979148539401
2024-07-15,AAPL,0.5033272978087798
2024-07-15,META,0.4278530370852482
2024-07-15,MSFT,0.3017384007085076
2024-07-15,NVDA,0.4685333545089216
2024-07-15,TSLA,0.6501365236769826
2024-07-16,AAPL,0.5480699789744348
2024-07-16,META,0.4358123167081101
2024-07-16,MSFT,0.3079786414785097
2024-07-16,NVDA,0.3933976290262777
2024-07-16,TSLA,0.6545239019722859
2024-07-17,AAPL,0.45440797768427
2024-07-17,META,0.3933035810231282
2024-07-17,MSFT,0.3165030509880461
2024-07-17,NVDA,0.4013729510283384
2024-07-17,TSLA,0.6395407616070304
2024-07-18,AAPL,0.4633172599075296
2024-07-18,META,0.4199012951414027
2024-07-18,MSFT,0.3253417349150548
2024-07-18,NVDA,0.4447419257992037
2024-07-18,TSLA,0.6461016440038667
2024-07-19,AAPL,0.5579501001972603
2024-07-19,META,0.4046587464988364
2024-07-19,MSFT,0.3941339603632416
2024-07-19,NVDA,0.4762146429095255
2024-07-19,TSLA,0.6457858236206259
2024-07-22,AAPL,0.3587223445785417
2024-07-22,META,0.4446749810716622
2024-07-22,MSFT,0.3214355053120984
2024-07-22,NVDA,0.3830267264558563
2024-07-22,TSLA,0.6192443672676309
2024-07-23,AAPL,0.3684659542267812
2024-07-23,META,0.4798005525018996
2024-07-23,MSFT,0.2953740358533048
2024-07-23,NVDA,0.4532182021635502
2024-07-23,TSLA,0.6480996943960083
2024-07-24,AAPL,0.3563867529288406
2024-07-24,META,0.447209703936926
2024-07-24,MSFT,0.2867209096394396
2024-07-24,NVDA,0.4251927442044977
2024-07-24,TSLA,0.6467669575762146
2024-07-25,AAPL,0.3305924442134007
2024-07-25,META,0.3226494998424419
2024-07-25,MSFT,0.2652279314295557
2024-07-25,NVDA,0.3541776659111957
2024-07-25,TSLA,0.571319994660275
2024-07-26,AAPL,0.3248631529628645
2024-07-26,META,0.4255601138756523
2024-07-26,MSFT,0.3372318622074008
2024-07-26,NVDA,0.4934146538843119
2024-07-26,TSLA,0.6170460747951994
2024-07-29,AAPL,0.3834785954163583
2024-07-29,META,0.3281188686287635
2024-07-29,MSFT,0.3388498268176878
2024-07-29,NVDA,0.4097118170905002
2024-07-29,TSLA,0.6819828947160935
2024-07-30,AAPL,0.3924113360047162
2024-07-30,META,0.3713576852120799
2024-07-30,MSFT,0.2815779780526774
2024-07-30,NVDA,0.3828270828774768
2024-07-30,TSLA,0.6423950296131207
2024-07-31,AAPL,0.417211824275211
2024-07-31,META,0.4620569785712878
2024-07-31,MSFT,0.3587792179428918
2024-07-31,NVDA,0.4637597479766411
2024-07-31,TSLA,0.5693072205357916
2024-08-01,AAPL,0.4167148336763974
2024-08-01,META,0.4442661849786952
2024-08-01,MSFT,0.394420920001151
2024-08-01,NVDA,0.4555158268564193
2024-08-01,TSLA,0.6104607701550251
2024-08-02,AAPL,0.4711099875144995
2024-08-02,META,0.485100765957529
2024-08-02,MSFT,0.3201046627518163
2024-08-02,NVDA,0.5362819297337269
2024-08-02,TSLA,0.6118531901599572
2024-08-05,AAPL,0.4071704801131319
2024-08-05,META,0.5363268708774229
2024-08-05,MSFT,0.3288555450770226
2024-08-05,NVDA,0.3787754254554717
2024-08-05,TSLA,0.5845541987363478
2024-08-06,AAPL,0.3749144852090442
2024-08-06,META,0.5860725881988896
2024-08-06,MSFT,0.3445733959015153
2024-08-06,NVDA,0.3730044951296832
2024-08-06,TSLA,0.6281100482078411
2024-08-07,AAPL,0.5039133492671533
2024-08-07,META,0.4889992013278321
2024-08-07,MSFT,0.3683175050496837
2024-08-07,NVDA,0.4145592111200065
2024-08-07,TSLA,0.6091751387513199
2024-08-08,AAPL,0.4659704598561728
2024-08-08,META,0.4999288833498104
2024-08-08,MSFT,0.3025238096426245
2024-08-08,NVDA,0.4048798172125072
2024-08-08,TSLA,0.5973026926644321
2024-08-09,AAPL,0.4617643234550624
2024-08-09,META,0.5527212777592427
2024-08-09,MSFT,0.3949822017350964
2024-08-09,NVDA,0.4849985217966155
2024-08-09,TSLA,0.6105103633325799
2024-08-12,AAPL,0.4712695559473023
2024-08-12,META,0.559002861565019
2024-08-12,MSFT,0.3332428609812749
2024-08-12,NVDA,0.4711119475318988
2024-08-12,TSLA,0.6040536583270186
2024-08-13,AAPL,0.3992194296082639
2024-08-13,META,0.5192407105976273
2024-08-13,MSFT,0.3399769782059285
2024-08-13,NVDA,0.4689136168677932
2024-08-13,TSLA,0.6082067314996698
2024-08-14,AAPL,0.3852087077189173
2024-08-14,META,0.5543963725135981
2024-08-14,MSFT,0.5334056556402001
2024-08-14,NVDA,0.4798759508536937
2024-08-14,TSLA,0.5934200033431989
2024-08-15,AAPL,0.4267090209212791
2024-08-15,META,0.5395889056576503
2024-08-15,MSFT,0.4653353003106012
2024-08-15,NVDA,0.4064522991588598
2024-08-15,TSLA,0.5657436438098207
2024-08-16,AAPL,0.4910258651594027
2024-08-16,META,0.399138794180971
2024-08-16,MSFT,0.4551229151553516
2024-08-16,NVDA,0.482755765187331
2024-08-16,TSLA,0.6523292382220823
2024-08-19,AAPL,0.4296150093702461
2024-08-19,META,0.4556027706466086
2024-08-19,MSFT,0.5424462396908355
2024-08-19,NVDA,0.6374247333187293
2024-08-19,TSLA,0.501134556905361
2024-08-20,AAPL,0.4812204333117183
2024-08-20,META,0.4331336107558932
2024-08-20,MSFT,0.4995616315161404
2024-08-20,NVDA,0.6212744743834506
2024-08-20,TSLA,0.5473878689496521
2024-08-21,AAPL,0.4644305284363735
2024-08-21,META,0.4780606888756352
2024-08-21,MSFT,0.4306159123432578
2024-08-21,NVDA,0.5653107100084971
2024-08-21,TSLA,0.4935063603907381
2024-08-22,AAPL,0.4579917706510236
2024-08-22,META,0.5181002169327253
2024-08-22,MSFT,0.4254131261275312
2024-08-22,NVDA,0.6178303574352721
2024-08-22,TSLA,0.5620315430149636
2024-08-23,AAPL,0.4746071279519197
2024-08-23,META,0.5032734877116514
2024-08-23,MSFT,0.4171622442403532
2024-08-23,NVDA,0.5759956824707765
2024-08-23,TSLA,0.4467532672500597
2024-08-26,AAPL,0.4642771145024288
2024-08-26,META,0.4652565119074467
2024-08-26,MSFT,0.4373569012265001
2024-08-26,NVDA,0.6240022822012672
2024-08-26,TSLA,0.6399461487851333
2024-08-27,AAPL,0.4950197129105343
2024-08-27,META,0.4623685245818922
2024-08-27,MSFT,0.3408634346224633
2024-08-27,NVDA,0.617987982939546
2024-08-27,TSLA,0.5802933722429117
2024-08-28,AAPL,0.4952877421702184
2024-08-28,META,0.5004217052515225
2024-08-28,MSFT,0.3213385977070396
2024-08-28,NVDA,0.6229873552163322
2024-08-28,TSLA,0.5384831601139438
2024-08-29,AAPL,0.4205875520635908
2024-08-29,META,0.5250986023508053
2024-08-29,MSFT,0.3908526884568177
2024-08-29,NVDA,0.6001690069912962
2024-08-29,TSLA,0.4553298871435933
2024-08-30,AAPL,0.4740799303233535
2024-08-30,META,0.4965648204583734
2024-08-30,MSFT,0.4699156488710045
2024-08-30,NVDA,0.4437383141271568
2024-08-30,TSLA,0.6102699172430512
2024-09-03,AAPL,0.4167247388880755
2024-09-03,META,0.4934308350589227
2024-09-03,MSFT,0.4211320327031516
2024-09-03,NVDA,0.5745232700690541
2024-09-03,TSLA,0.5967599007864618
2024-09-04,AAPL,0.4306057159699548
2024-09-04,META,0.5110814302041813
2024-09-04,MSFT,0.5021153999492053
2024-09-04,NVDA,0.5848974600554309
2024-09-04,TSLA,0.6007994883734084
2024-09-05,AAPL,0.457399938526785
2024-09-05,META,0.5392907606562525
2024-09-05,MSFT,0.5289480390410769
2024-09-05,NVDA,0.6311329973081159
2024-09-05,TSLA,0.6563501118610114
2024-09-06,AAPL,0.4894302536609405
2024-09-06,META,0.4561867347171841
2024-09-06,MSFT,0.5077960705740439
2024-09-06,NVDA,0.5955623309217195
2024-09-06,TSLA,0.6335767142897967
2024-09-09,AAPL,0.5535221400376183
2024-09-09,META,0.5197240430857257
2024-09-09,MSFT,0.3034902856868289
2024-09-09,NVDA,0.5204427360954134
2024-09-09,TSLA,0.5235039672726466
2024-09-10,AAPL,0.5478021395451336
2024-09-10,META,0.4509940762241575
2024-09-10,MSFT,0.4876891162120931
2024-09-10,NVDA,0.6525512906136247
2024-09-10,TSLA,0.4886599779688469
2024-09-11,AAPL,0.4656960772452476
2024-09-11,META,0.4815964391101749
2024-09-11,MSFT,0.5399814584517697
2024-09-11,NVDA,0.642031970027227
2024-09-11,TSLA,0.5088237933191495
2024-09-12,AAPL,0.4599802808619992
2024-09-12,META,0.4953506553327797
2024-09-12,MSFT,0.5673317626336665
2024-09-12,NVDA,0.5964468708618339
2024-09-12,TSLA,0.5422718739358963
2024-09-13,AAPL,0.4398008366140845
2024-09-13,META,0.6077505035929047
2024-09-13,MSFT,0.5308496803548537
2024-09-13,NVDA,0.5807242597395134
2024-09-13,TSLA,0.5543267018883475
2024-09-16,AAPL,0.3433982023809342
2024-09-16,META,0.5190822343495248
2024-09-16,MSFT,0.3698374214380343
2024-09-16,NVDA,0.4597403049049233
2024-09-16,TSLA,0.4726789046297069
2024-09-17,AAPL,0.3872086148205421
2024-09-17,META,0.572741047971701
2024-09-17,MSFT,0.4219793391209125
2024-09-17,NVDA,0.4630665211857749
2024-09-17,TSLA,0.4339007390387607
2024-09-18,AAPL,0.4033967895661358
2024-09-18,META,0.448843095968399
2024-09-18,MSFT,0.5221310595743877
2024-09-18,NVDA,0.5995074469873423
2024-09-18,TSLA,0.4421155270026175
2024-09-19,AAPL,0.357331835558566
2024-09-19,META,0.3833260736667772
2024-09-19,MSFT,0.4258631219581731
2024-09-19,NVDA,0.5382863978369278
2024-09-19,TSLA,0.4422197168203743
2024-09-20,AAPL,0.6253989802116598
2024-09-20,META,0.5530458206411321
2024-09-20,MSFT,0.6036757201886157
2024-09-20,NVDA,0.5792417855973738
2024-09-20,TSLA,0.4857855217379391
2024-09-23,AAPL,0.5891897557253636
2024-09-23,META,0.5186980735414652
2024-09-23,MSFT,0.2655388993960559
2024-09-23,NVDA,0.4029165610467246
2024-09-23,TSLA,0.591705912015081
2024-09-24,AAPL,0.6102426276056662
2024-09-24,META,0.425736123764999
2024-09-24,MSFT,0.200704597786941
2024-09-24,NVDA,0.398562229245275
2024-09-24,TSLA,0.6181028346856957
2024-09-25,AAPL,0.5792445305637213
2024-09-25,META,0.4861481613912276
2024-09-25,MSFT,0.233820803901114
2024-09-25,NVDA,0.4296278334252277
2024-09-25,TSLA,0.6467741408441766
2024-09-26,AAPL,0.5772478942762166
2024-09-26,META,0.5197288953845147
2024-09-26,MSFT,0.2192899973830031
2024-09-26,NVDA,0.3957326134997181
2024-09-26,TSLA,0.5917268465389027
2024-09-27,AAPL,0.5545383286127075
2024-09-27,META,0.4287527624874664
2024-09-27,MSFT,0.1534197004567442
2024-09-27,NVDA,0.4044141650555998
2024-09-27,TSLA,0.6010854234930024
2024-09-30,AAPL,0.5317482823535055
2024-09-30,META,0.4187380290936751
2024-09-30,MSFT,0.1991163259394646
2024-09-30,NVDA,0.4070451575208538
2024-09-30,TSLA,0.4861175800624946
2024-10-01,AAPL,0.5706760225752175
2024-10-01,META,0.5326186427782837
2024-10-01,MSFT,0.2767680291239662
2024-10-01,NVDA,0.4070965490170242
2024-10-01,TSLA,0.4463407717915358
2024-10-02,AAPL,0.5904434090815774
2024-10-02,META,0.4328302958981994
2024-10-02,MSFT,0.2396401617163952
2024-10-02,NVDA,0.4001371207097626
2024-10-02,TSLA,0.4893773086073386
2024-10-03,AAPL,0.4813039279361558
2024-10-03,META,0.5915657771921156
2024-10-03,MSFT,0.2862050364308325
2024-10-03,NVDA,0.441341300148819
2024-10-03,TSLA,0.4756423298501366
2024-10-04,AAPL,0.5390880513042234
2024-10-04,META,0.5519794630583
2024-10-04,MSFT,0.3044161372453246
2024-10-04,NVDA,0.4299584485738452
2024-10-04,TSLA,0.4729476173942835
2024-10-07,AAPL,0.527710589619768
2024-10-07,META,0.5418277980227637
2024-10-07,MSFT,0.1965588893219036
2024-10-07,NVDA,0.4326945583013054
2024-10-07,TSLA,0.6304380071038638
2024-10-08,AAPL,0.4744474976600757
2024-10-08,META,0.5905090333920302
2024-10-08,MSFT,0.1825215901429763
2024-10-08,NVDA,0.467343229993045
2024-10-08,TSLA,0.6089950280931423
2024-10-09,AAPL,0.5727999497393086
2024-10-09,META,0.5620761421196863
2024-10-09,MSFT,0.1758006775944418
2024-10-09,NVDA,0.601381370055683
2024-10-09,TSLA,0.6027543397670805
2024-10-10,AAPL,0.5377121114486483
2024-10-10,META,0.4960572317752654
2024-10-10,MSFT,0.2161733670148578
2024-10-10,NVDA,0.6077583812961036
2024-10-10,TSLA,0.6418826189716792
2024-10-11,AAPL,0.5133509543265418
2024-10-11,META,0.4954325532481808
2024-10-11,MSFT,0.3166630289040677
2024-10-11,NVDA,0.5800013207237951
2024-10-11,TSLA,0.5882499691106351
2024-10-14,AAPL,0.5532721424519312
2024-10-14,META,0.4659352638528406
2024-10-14,MSFT,0.1884297692337367
2024-10-14,NVDA,0.3715731273655298
2024-10-14,TSLA,0.5199540497955746
2024-10-15,AAPL,0.5294484993611241
2024-10-15,META,0.5092614551184181
2024-10-15,MSFT,0.3149141428995571
2024-10-15,NVDA,0.4395996219707406
2024-10-15,TSLA,0.5490023085207925
2024-10-16,AAPL,0.5020645010639251
2024-10-16,META,0.5076320361873161
2024-10-16,MSFT,0.3003456465875172
2024-10-16,NVDA,0.3937581912340716
2024-10-16,TSLA,0.6111312219682813
2024-10-17,AAPL,0.5368837036124589
2024-10-17,META,0.5380571324658953
2024-10-17,MSFT,0.2334540884194871
2024-10-17,NVDA,0.4018340705118874
2024-10-17,TSLA,0.5932518657586022
2024-10-18,AAPL,0.4758197475785992
2024-10-18,META,0.4913497103046702
2024-10-18,MSFT,0.2850708046815515
2024-10-18,NVDA,0.4694942071386123
2024-10-18,TSLA,0.4212372007630102
2024-10-21,AAPL,0.5647806694425462
2024-10-21,META,0.4643654819905335
2024-10-21,MSFT,0.2269294819945893
2024-10-21,NVDA,0.4425976306570836
2024-10-21,TSLA,0.448778971180935
2024-10-22,AAPL,0.6148668656257101
2024-10-22,META,0.4888513910295695
2024-10-22,MSFT,0.3011917987830986
2024-10-22,NVDA,0.4499664674961395
2024-10-22,TSLA,0.4661955554956606
2024-10-23,AAPL,0.6242818122723028
2024-10-23,META,0.4890822211212829
2024-10-23,MSFT,0.3195908815861937
2024-10-23,NVDA,0.470441749254235
2024-10-23,TSLA,0.5086141136609246
2024-10-24,AAPL,0.4123070427925824
2024-10-24,META,0.4819969531588032
2024-10-24,MSFT,0.3760259840706738
2024-10-24,NVDA,0.51784525720776
2024-10-24,TSLA,0.5691144889574173
2024-10-25,AAPL,0.607828729877514
2024-10-25,META,0.5047309658654107
2024-10-25,MSFT,0.4414372597715119
2024-10-25,NVDA,0.4873320911361823
2024-10-25,TSLA,0.6503758344084816
2024-10-28,AAPL,0.3819608302317812
2024-10-28,META,0.537179144430894
2024-10-28,MSFT,0.3069266102507718
2024-10-28,NVDA,0.4366169957158622
2024-10-28,TSLA,0.6239591037428066
2024-10-29,AAPL,0.3936733732144825
2024-10-29,META,0.4849226305965341
2024-10-29,MSFT,0.2046705822108948
2024-10-29,NVDA,0.366548316554293
2024-10-29,TSLA,0.6104537632417184
2024-10-30,AAPL,0.320175134620221
2024-10-30,META,0.4702736003060266
2024-10-30,MSFT,0.2816843484359019
2024-10-30,NVDA,0.4516915599526408
2024-10-30,TSLA,0.5579141611718024
2024-10-31,AAPL,0.3678479478704652
2024-10-31,META,0.4870212823788427
2024-10-31,MSFT,0.3468063083010312
2024-10-31,NVDA,0.4257200992172857
2024-10-31,TSLA,0.6001359444362082
2024-11-01,AAPL,0.4904351963299338
2024-11-01,META,0.4689055693716491
2024-11-01,MSFT,0.1860407811248691
2024-11-01,NVDA,0.4386601436225473
2024-11-01,TSLA,0.590303495884041
2024-11-04,AAPL,0.3645080745035964
2024-11-04,META,0.4971802755871645
2024-11-04,MSFT,0.1925827566557142
2024-11-04,NVDA,0.5040190417989652
2024-11-04,TSLA,0.5535131482777508
2024-11-05,AAPL,0.3496244302029137
2024-11-05,META,0.4548939557892724
2024-11-05,MSFT,0.1631880180479798
2024-11-05,NVDA,0.3966266288207082
2024-11-05,TSLA,0.5590644328982368
2024-11-06,AAPL,0.2809341108302028
2024-11-06,META,0.4402261107950532
2024-11-06,MSFT,0.1959238682388315
2024-11-06,NVDA,0.3890894474165238
2024-11-06,TSLA,0.5638593443313208
2024-11-07,AAPL,0.3464804608081575
2024-11-07,META,0.4438104079599415
2024-11-07,MSFT,0.2078741069784475
2024-11-07,NVDA,0.5714104338213233
2024-11-07,TSLA,0.6277408119388682
2024-11-08,AAPL,0.4159325465535527
2024-11-08,META,0.3635932775620845
2024-11-08,MSFT,0.1701669147350693
2024-11-08,NVDA,0.5837866661634493
2024-11-08,TSLA,0.6284013020698626
2024-11-11,AAPL,0.346208795281985
2024-11-11,META,0.3671460582993041
2024-11-11,MSFT,0.2186970175275396
2024-11-11,NVDA,0.4048109354605471
2024-11-11,TSLA,0.5551204352986371
2024-11-12,AAPL,0.2746469552870781
2024-11-12,META,0.4145957053600181
2024-11-12,MSFT,0.2312888031457573
2024-11-12,NVDA,0.3873588151688261
2024-11-12,TSLA,0.6195883046565365
2024-11-13,AAPL,0.358921110091867
2024-11-13,META,0.4500616132357995
2024-11-13,MSFT,0.3098173515981735
2024-11-13,NVDA,0.4845479390034988
2024-11-13,TSLA,0.6285504201256533
2024-11-14,AAPL,0.3669250898220053
2024-11-14,META,0.4013942152561805
2024-11-14,MSFT,0.2477508354468991
2024-11-14,NVDA,0.5736188047476869
2024-11-14,TSLA,0.5943101420575292
2024-11-15,AAPL,0.4151681268455603
2024-11-15,META,0.4438337362358804
2024-11-15,MSFT,0.4188832897630551
2024-11-15,NVDA,0.5848690494826675
2024-11-15,TSLA,0.5505079357812853
2024-11-18,AAPL,0.5003702010033424
2024-11-18,META,0.3822468381787723
2024-11-18,MSFT,0.22980043639188
2024-11-18,NVDA,0.3212226294464249
2024-11-18,TSLA,0.5474128492040088
2024-11-19,AAPL,0.4844635734874519
2024-11-19,META,0.480145251921301
2024-11-19,MSFT,0.2614836568087828
2024-11-19,NVDA,0.3447730771938296
2024-11-19,TSLA,0.5884190603397345
2024-11-20,AAPL,0.5257826662756047
2024-11-20,META,0.5466651036466662
2024-11-20,MSFT,0.365932479308666
2024-11-20,NVDA,0.4229284288081654
2024-11-20,TSLA,0.6162602417266033
2024-11-21,AAPL,0.5029107623058525
2024-11-21,META,0.5246653156747936
2024-11-21,MSFT,0.1733310452367986
2024-11-21,NVDA,0.4884396335962691
2024-11-21,TSLA,0.581321727814115
2024-11-22,AAPL,0.3930225709114417
2024-11-22,META,0.468106045311133
2024-11-22,MSFT,0.3729916927693492
2024-11-22,NVDA,0.5804462844367944
2024-11-22,TSLA,0.5874831355258797
2024-11-25,AAPL,0.4912456197230981
2024-11-25,META,0.5222897558048861
2024-11-25,MSFT,0.2260856107193685
2024-11-25,NVDA,0.4173038211255344
2024-11-25,TSLA,0.6009069195764818
2024-11-26,AAPL,0.5314627685623958
2024-11-26,META,0.4436096534292121
2024-11-26,MSFT,0.2858557985367734
2024-11-26,NVDA,0.3537709729553403
2024-11-26,TSLA,0.554951667955608
2024-11-27,AAPL,0.5436364198752048
2024-11-27,META,0.4332549000458799
2024-11-27,MSFT,0.2792907504814821
2024-11-27,NVDA,0.3893528873116571
2024-11-27,TSLA,0.5813342587928505
2024-11-29,AAPL,0.4487189101697079
2024-11-29,META,0.3087912689061116
2024-11-29,MSFT,0.1455086877854695
2024-11-29,NVDA,0.3621728052016508
2024-11-29,TSLA,0.5144474272391827
2024-12-02,AAPL,0.4918205872996964
2024-12-02,META,0.4244598026372082
2024-12-02,MSFT,0.3554893332493156
2024-12-02,NVDA,0.3665187242894151
2024-12-02,TSLA,0.5476014618523289
2024-12-03,AAPL,0.5178788778121919
2024-12-03,META,0.4645829867263495
2024-12-03,MSFT,0.3273639075553597
2024-12-03,NVDA,0.423985944116665
2024-12-03,TSLA,0.5986843730831277
2024-12-04,AAPL,0.6059653968679547
2024-12-04,META,0.523999697280278
2024-12-04,MSFT,0.4049563350035791
2024-12-04,NVDA,0.464661623760607
2024-12-04,TSLA,0.60839991804958
2024-12-05,AAPL,0.5319364117659795
2024-12-05,META,0.5775390387930882
2024-12-05,MSFT,0.3722446193341532
2024-12-05,NVDA,0.3801760840766433
2024-12-05,TSLA,0.4719743418569905
2024-12-06,AAPL,0.5045633414386668
2024-12-06,META,0.4747229799118991
2024-12-06,MSFT,0.3032176402317745
2024-12-06,NVDA,0.3613646594334432
2024-12-06,TSLA,0.6255789880484882
2024-12-09,AAPL,0.5690682325201357
2024-12-09,META,0.4897325566259424
2024-12-09,MSFT,0.2514907971855238
2024-12-09,NVDA,0.3469753902685907
2024-12-09,TSLA,0.609716647616695
2024-12-10,AAPL,0.5088742944198553
2024-12-10,META,0.4570422710753939
2024-12-10,MSFT,0.3330299773281616
2024-12-10,NVDA,0.4576592332729792
2024-12-10,TSLA,0.5337768374602907
2024-12-11,AAPL,0.5152257125278862
2024-12-11,META,0.4518418158393182
2024-12-11,MSFT,0.2950015010538584
2024-12-11,NVDA,0.542019115910333
2024-12-11,TSLA,0.5870433333550781
2024-12-12,AAPL,0.5516922075563635
2024-12-12,META,0.6011484482650319
2024-12-12,MSFT,0.4600390541836737
2024-12-12,NVDA,0.5561995015844818
2024-12-12,TSLA,0.6372301360362197
2024-12-13,AAPL,0.4763500843115806
2024-12-13,META,0.5026614573439773
2024-12-13,MSFT,0.4595287152036881
2024-12-13,NVDA,0.5089802745211031
2024-12-13,TSLA,0.6104789986964209
2024-12-16,AAPL,0.5089660843238983
2024-12-16,META,0.5295255030494359
2024-12-16,MSFT,0.2795903177906545
2024-12-16,NVDA,0.4947585640692689
2024-12-16,TSLA,0.6142810677338207
2024-12-17,AAPL,0.4700668835543991
2024-12-17,META,0.4880504160244756
2024-12-17,MSFT,0.3528814282990157
