ts,symbol,cvd_session,cvd_1m,imbalance,vol_session,trades_n,blocks_n
2026-07-24T06:31:05,AAPL,-1340,-1340,0.0,7018,116,0
2026-07-24T06:31:05,NVDA,2985,2985,0.5,28573,276,0
2026-07-24T06:31:05,TSLA,-7962,-7962,0.6667,13132,169,0
2026-07-24T06:31:05,MSFT,5104,5104,-0.8462,6154,120,0
2026-07-24T06:31:05,META,-1014,-1014,0.9231,2666,52,0
2026-07-24T06:31:05,MSTR,-627,-627,0.6667,627,21,0
2026-07-24T06:31:05,ORCL,615,615,0.0,615,16,0
2026-07-24T06:31:05,NFLX,5212,5212,0.0,16926,159,0
2026-07-24T06:31:05,AVGO,557,557,0.3333,1741,64,0
2026-07-24T06:31:05,CRWD,116,116,0.0,1104,23,0
2026-07-24T06:32:05,AAPL,-1372,-32,-0.6,11260,209,0
2026-07-24T06:32:05,NVDA,2860,-125,0.0,47030,493,0
2026-07-24T06:32:05,TSLA,-19278,-11316,0.7143,25032,328,0
2026-07-24T06:32:05,MSFT,8788,3684,0.0,12010,212,0
2026-07-24T06:32:05,META,-1020,-6,0.9231,3970,70,0
2026-07-24T06:32:05,MSTR,-924,-297,0.6667,924,28,0
2026-07-24T06:32:05,ORCL,-15650,-16265,0.0,18822,187,0
2026-07-24T06:32:05,NFLX,10719,5507,0.0,29813,293,0
2026-07-24T06:32:05,AVGO,818,261,0.0,2154,84,0
2026-07-24T06:32:05,CRWD,1043,927,0.0,2133,40,0
2026-07-24T06:33:05,AAPL,-45,1327,0.0,15773,327,0
2026-07-24T06:33:05,NVDA,5175,2315,-0.3333,53089,583,0
2026-07-24T06:33:05,TSLA,-24956,-5678,0.0,36766,462,0
2026-07-24T06:33:05,MSFT,19681,10893,0.0,25315,372,0
2026-07-24T06:33:05,META,-152,868,0.9231,5088,94,0
2026-07-24T06:33:05,MSTR,-1204,-280,0.6667,1204,34,0
2026-07-24T06:33:05,ORCL,-21437,-5787,0.3333,39123,308,0
2026-07-24T06:33:05,NFLX,15515,4796,0.6,41313,384,0
2026-07-24T06:33:05,AVGO,2663,1845,0.0,5083,119,0
2026-07-24T06:33:05,CRWD,1161,118,0.0,2571,47,0
2026-07-24T06:34:05,AAPL,431,476,0.0,22525,461,0
2026-07-24T06:34:05,NVDA,6858,1683,0.0,62816,702,0
2026-07-24T06:34:05,TSLA,-20037,4919,0.0,41933,566,0
2026-07-24T06:34:05,MSFT,13454,-6227,0.0,41802,516,0
2026-07-24T06:34:05,META,-768,-616,0.9231,5704,108,0
2026-07-24T06:34:05,MSTR,-1759,-555,0.6667,1759,42,0
2026-07-24T06:34:05,ORCL,-17899,3538,0.0,43101,340,0
2026-07-24T06:34:05,NFLX,16905,1390,0.7143,52241,456,0
2026-07-24T06:34:05,AVGO,3043,380,0.0,6295,141,0
2026-07-24T06:34:05,CRWD,860,-301,0.0,3118,57,0
2026-07-24T06:35:05,AAPL,1784,1353,0.0,28520,566,0
2026-07-24T06:35:05,NVDA,9150,2292,0.0,75132,872,0
2026-07-24T06:35:05,TSLA,-16284,3753,0.0,46782,677,0
2026-07-24T06:35:05,MSFT,18159,4705,0.3333,48411,623,0
2026-07-24T06:35:05,META,-1167,-399,0.0,6103,126,0
2026-07-24T06:35:05,MSTR,-2074,-315,0.0,2074,47,0
2026-07-24T06:35:05,ORCL,-23397,-5498,0.0,48703,398,0
2026-07-24T06:35:05,NFLX,19053,2148,0.0,61335,535,0
2026-07-24T06:35:05,AVGO,4486,1443,0.0,8234,178,0
2026-07-24T06:35:05,CRWD,455,-405,0.0,4563,88,0
2026-07-24T06:36:05,AAPL,3707,1923,-0.3333,33897,683,0
2026-07-24T06:36:05,NVDA,17728,8578,0.0,93604,1104,0
2026-07-24T06:36:05,TSLA,-15978,306,0.0,54260,841,0
2026-07-24T06:36:05,MSFT,11904,-6255,0.0,55876,769,0
2026-07-24T06:36:05,META,-1365,-198,0.0,6501,137,0
2026-07-24T06:36:05,MSTR,-1880,194,0.6667,2562,54,0
2026-07-24T06:36:05,ORCL,-27196,-3799,0.0,54470,466,0
2026-07-24T06:36:05,NFLX,17997,-1056,0.6,68479,620,0
2026-07-24T06:36:05,AVGO,4703,217,0.0,8979,209,0
2026-07-24T06:36:05,CRWD,144,-311,0.0,5152,110,0
2026-07-24T06:37:05,AAPL,2356,-1351,-0.5,41046,833,0
2026-07-24T06:37:05,NVDA,22984,5256,0.0,104708,1250,0
2026-07-24T06:37:05,TSLA,-13842,2136,0.0,61604,968,0
2026-07-24T06:37:05,MSFT,15104,3200,0.3333,61878,912,0
2026-07-24T06:37:05,META,-1378,-13,0.8519,7266,160,0
2026-07-24T06:37:05,MSTR,-2372,-492,0.6667,3724,69,0
2026-07-24T06:37:05,ORCL,-31124,-3928,0.3333,64510,561,0
2026-07-24T06:37:05,NFLX,22439,4442,0.6,78783,715,0
2026-07-24T06:37:05,AVGO,5073,370,0.0,10511,254,0
2026-07-24T06:37:05,CRWD,-396,-540,0.0,6034,130,0
2026-07-24T06:38:05,AAPL,3609,1253,0.0,47897,976,0
2026-07-24T06:38:05,NVDA,28463,5479,0.0,117701,1435,0
2026-07-24T06:38:05,TSLA,-12025,1817,-0.3333,64529,1033,0
2026-07-24T06:38:05,MSFT,10521,-4583,0.0,70515,1067,0
2026-07-24T06:38:05,META,-366,1012,0.9259,8520,185,0
2026-07-24T06:38:05,MSTR,-2713,-341,0.6667,4319,80,0
2026-07-24T06:38:05,ORCL,-25741,5383,0.3333,70733,635,0
2026-07-24T06:38:05,NFLX,22761,322,0.0,87173,786,0
2026-07-24T06:38:05,AVGO,2559,-2514,-0.3333,17657,356,0
2026-07-24T06:38:05,CRWD,-219,177,0.0,6211,136,0
2026-07-24T06:39:05,AAPL,3841,232,0.0,51163,1041,0
2026-07-24T06:39:05,NVDA,38982,10519,0.2,138164,1668,0
2026-07-24T06:39:05,TSLA,-9758,2267,-0.3333,69160,1119,0
2026-07-24T06:39:05,MSFT,11937,1416,0.0,73477,1137,0
2026-07-24T06:39:05,META,215,581,0.8519,9125,209,0
2026-07-24T06:39:05,MSTR,-2349,364,0.6667,4923,90,0
2026-07-24T06:39:05,ORCL,-24856,885,0.0,74680,684,0
2026-07-24T06:39:05,NFLX,23882,1121,-0.5,91028,831,0
2026-07-24T06:39:05,AVGO,5120,2561,-0.3333,21564,426,0
2026-07-24T06:39:05,CRWD,-1228,-1009,0.0,7392,158,0
2026-07-24T06:40:05,AAPL,4424,583,-0.5,54476,1106,0
2026-07-24T06:40:05,NVDA,42294,3312,0.3333,153530,1873,0
2026-07-24T06:40:05,TSLA,-6456,3302,-0.3333,73742,1199,0
2026-07-24T06:40:05,MSFT,18502,6565,0.0,83262,1271,0
2026-07-24T06:40:05,META,1394,1179,0.7857,10932,241,0
2026-07-24T06:40:05,MSTR,-2898,-549,0.6667,5832,102,0
2026-07-24T06:40:05,ORCL,-27600,-2744,0.0,83034,778,0
