symbol,side,entry_time,entry_fill,exit_time,exit_fill,qty,risk,bars_held,reason,pnl,r,pct
DE,long,2026-07-15 00:00:00,583.9299829101562,2026-07-20 00:00:00,597.46998046875,17.117613290784995,54.39878892825371,3,mean_touch,229.7501673946943,0.24673081564293461,2.298538858265987
INTC,long,2026-07-14 00:00:00,107.9900033569336,2026-07-22 00:00:00,101.54000305175781,92.4400320646071,28.708190686631678,6,mean_touch,-598.1751310782674,-0.22540442818048928,-5.992178076361905
GE,long,2026-07-09 00:00:00,361.5999963378906,2026-07-23 00:00:00,339.99,27.65563234956152,30.50640618088077,10,time_stop,-599.5784052959586,-0.7106754957951084,-5.995618240345824
CAT,long,2026-07-17 00:00:00,841.73998046875,2026-07-31 00:00:00,843.3800146484375,11.682516504065159,125.07825502211841,10,time_stop,17.19108215600172,0.011764812196297273,0.17481909073112278
INTC,long,2026-07-29 00:00:00,86.57999969482422,2026-08-05 00:00:00,99.29000305175781,113.96892401485678,25.64381028335225,5,mean_touch,1446.4270663929715,0.49491149000186174,14.658600602210008
AMD,long,2026-07-29 00:00:00,452.68999267578124,2026-08-05 00:00:00,484.49,21.795285581026413,115.73198781534933,5,mean_touch,691.0476305519604,0.27396305829930667,7.003973986157763
GS,long,2026-07-30 00:00:00,1007.3699853515625,2026-08-05 00:00:00,1063.6999609375,9.809635731283464,115.94533737114024,4,mean_touch,550.5448970754275,0.48404592943362346,5.571226997767089
